113.22166	40.09666
112.75475	32.12608
118.51295	31.71272
120.9478	30.783
84.88518	44.42116
105.23735	32.57927
116.52443	39.92226
117.2303	31.85966
113.88084	22.57347
113.91243	22.51305
114.39308	30.64018
100.6945	34.32335
116.43517	39.96346
118.04604	36.77193
114.48372	38.04497
116.3308	40.06096
106.88255	29.77776
116.5052	39.93187
106.68343	26.55052
124.83147	45.13252
116.3871	39.92226
44.28383	33.28514
106.49803	29.59785
116.96114	33.63121
114.15688	22.61467
116.24977	36.81038
121.44081	30.99174
113.26973	23.35075
116.40633	39.91264
112.94563	28.16551
120.989	31.35704
104.23485	23.38097
113.61031	34.78065
115.30907	38.41576
121.19774	31.05629
123.34831	41.83113
123.22334	41.76384
101.79039	36.62086
113.43315	23.12691
104.15108	30.64568
119.35066	25.91469
116.43242	39.86183
125.27641	43.94188
111.67534	32.089
117.47337	38.72612
105.96931	26.9529
113.01567	28.21907
123.3181	41.78444
114.37248	38.03535
122.13158	40.25459
108.79692	34.32335
116.55327	39.84535
131.03325	45.77797
117.90184	33.48564
117.68211	31.78688
108.61153	33.84682
120.25566	30.21584
120.33119	36.12923
113.94264	33.80699
121.95168	46.07048
117.6313	26.269
117.92244	40.98381
102.69814	25.07835
103.39302	23.35899
120.43831	41.59218
116.2072	39.86732
119.39186	36.00151
106.61888	26.68648
116.31432	39.88518
119.47426	32.18239
116.39946	39.75746
119.75029	36.3723
114.48921	36.60439
114.55788	38.08617
114.30794	29.82719
119.39735	41.24886
118.17787	34.76555
114.11842	30.46028
120.23369	30.3669
118.74229	32.14256
115.47386	38.92937
113.92754	23.09532
118.31932	36.81587
105.41451	30.72807
104.07143	30.61958
102.35619	31.00136
121.31859	31.287
106.6024	30.4438
115.65926	37.72911
121.34193	28.59398
118.6338	37.46407
123.37715	41.82976
107.87682	36.00426
121.43532	31.3282
121.58501	31.28288
121.60973	31.29524
106.59004	29.56352
113.64052	34.71748
103.98903	30.64568
116.7112	23.52379
113.11043	27.82906
121.09749	31.44356
114.93553	27.80708
117.32094	40.30128
108.62938	21.96236
116.30882	40.02937
123.41011	41.82838
118.23418	32.88826
121.19774	31.19774
114.24751	30.62508
106.36894	39.02275
114.34914	30.7267
110.40367	23.42216
117.12456	36.66893
106.92924	29.81758
114.03053	22.67372
119.42207	32.07939
112.13539	32.02995
106.73836	26.58897
118.69148	32.15904
90.94414	29.66652
113.58147	24.79958
107.04185	31.71547
120.34218	29.84367
112.60094	26.88835
116.97624	36.60301
121.60011	29.82307
108.93562	34.14894
104.04808	30.64842
120.02632	32.1563
112.24251	22.21916
116.58073	35.39864
108.94112	34.29588
116.59309	23.657
118.12981	24.52629
120.2227	33.77541
119.99611	34.19014
117.04491	36.65657
113.23814	23.12828
123.39912	41.87645
118.33168	29.72694
103.42323	24.41231
104.33647	31.16066
116.95564	38.94035
121.24992	31.21834
115.86388	28.78899
121.08513	44.66286
119.06776	32.00935
113.14064	30.65117
116.80321	33.9608
103.74184	29.59511
113.55812	34.82185
116.20308	33.49663
104.1552	30.75417
112.41417	37.63847
109.28581	37.96669
112.58583	37.87605
126.65245	45.69832
119.48936	35.34645
99.40224	23.53203
114.78172	25.68947
108.30391	22.85637
121.47102	31.22108
113.451	23.09669
114.15825	30.49873
108.937	34.24782
120.32982	30.20348
119.19823	26.08635
108.94524	34.22447
114.23927	22.69844
116.79909	39.99367
118.80135	32.08214
104.03023	30.77202
118.19984	39.62151
114.23378	22.55974
121.75804	39.0406
113.2148	36.33385
113.35487	22.54738
120.17464	30.12383
119.9865	30.53993
113.42079	23.03078
108.24898	22.81929
125.29976	43.93089
104.01787	30.84343
114.32991	22.64076
121.51634	38.86482
114.2585	30.6031
114.18434	22.30293
123.4774	41.83388
124.34258	41.24611
117.08885	36.70189
121.39137	28.39485
120.80498	29.96864
103.71712	30.52483
